word,sentiment
inhibit,Negative
inhibit,Sadness
inhospitable,Negative
inhospitable,Sadness
inhuman,Anger
inhuman,Disgust
inhuman,Fear
inhuman,Negative
inhuman,Sadness
inhumanity,Negative
inhumanity,Sadness
inimical,Anger
inimical,Negative
inimical,Sadness
inimitable,Positive
inimitable,Trust
iniquity,Disgust
iniquity,Negative
injection,Fear
injunction,Negative
injure,Anger
injure,Fear
injure,Negative
injure,Sadness
injured,Fear
injured,Negative
injured,Sadness
injurious,Anger
injurious,Fear
injurious,Negative
injurious,Sadness
injury,Anger
injury,Fear
injury,Negative
injury,Sadness
injustice,Anger
injustice,Negative
inmate,Disgust
inmate,Fear
inmate,Negative
innocence,Positive
innocent,Positive
innocent,Trust
innocently,Positive
innocuous,Positive
innovate,Positive
innovation,Positive
inoculation,Anticipation
inoculation,Trust
inoperative,Anger
inoperative,Negative
inquirer,Positive
inquiry,Anticipation
inquiry,Positive
inquisitive,Positive
insane,Anger
insane,Fear
insane,Negative
insanity,Anger
insanity,Disgust
insanity,Fear
insanity,Negative
insanity,Sadness
insecure,Anger
insecure,Fear
insecure,Negative
insecure,Sadness
insecurity,Fear
insecurity,Negative
inseparable,Joy
inseparable,Positive
inseparable,Trust
insidious,Anger
insidious,Disgust
insidious,Fear
insidious,Negative
insignia,Positive
insignificance,Negative
insignificant,Anger
insignificant,Negative
insignificant,Sadness
insipid,Negative
insolent,Negative
insolvency,Fear
insolvency,Negative
insolvency,Sadness
insolvency,Surprise
insolvent,Fear
insolvent,Negative
insolvent,Sadness
insolvent,Trust
inspector,Positive
inspiration,Anticipation
inspiration,Joy
inspiration,Positive
inspire,Anticipation
inspire,Joy
inspire,Positive
inspire,Trust
inspired,Joy
inspired,Positive
inspired,Surprise
inspired,Trust
instability,Disgust
instability,Fear
instability,Negative
install,Anticipation
instigate,Negative
instigation,Negative
instinctive,Anger
instinctive,Disgust
instinctive,Fear
instinctive,Positive
institute,Trust
instruct,Positive
instruct,Trust
instruction,Positive
instruction,Trust
instructions,Anticipation
instructions,Trust
instructor,Anticipation
instructor,Positive
instructor,Trust
instrumental,Positive
insufficiency,Anger
insufficiency,Negative
insufficient,Negative
insufficiently,Negative
insulation,Trust
insult,Anger
insult,Disgust
insult,Negative
insult,Sadness
insult,Surprise
insulting,Anger
insulting,Disgust
insulting,Fear
insulting,Negative
insulting,Sadness
insure,Positive
insure,Trust
insurgent,Negative
insurmountable,Fear
insurmountable,Negative
insurmountable,Sadness
insurrection,Anger
insurrection,Negative
intact,Positive
intact,Trust
integrity,Positive
integrity,Trust
intellect,Positive
intellectual,Positive
intelligence,Fear
intelligence,Joy
intelligence,Positive
intelligence,Trust
intelligent,Positive
intelligent,Trust
intend,Trust
intended,Anticipation
intended,Positive
intense,Anger
intense,Disgust
intense,Fear
intense,Joy
intense,Negative
intense,Positive
intense,Surprise
intense,Trust
inter,Negative
inter,Sadness
intercede,Fear
intercede,Sadness
intercession,Trust
intercourse,Positive
interdiction,Negative
interest,Positive
interested,Disgust
interested,Positive
interested,Sadness
interesting,Positive
interference,Negative
interim,Anticipation
interior,Disgust
interior,Positive
interior,Trust
interlocutory,Positive
interlude,Positive
interment,Negative
interment,Sadness
interminable,Anger
interminable,Anticipation
interminable,Negative
interminable,Positive
intermission,Anticipation
interrogate,Fear
interrogation,Fear
interrupt,Anger
interrupt,Negative
interrupt,Surprise
interrupted,Negative
interrupted,Sadness
intervention,Negative
intervention,Positive
intervention,Sadness
interviewer,Fear
intestate,Negative
intestinal,Disgust
intimate,Anticipation
intimate,Joy
intimate,Positive
intimate,Trust
intimately,Anticipation
intimately,Fear
intimately,Joy
intimidate,Fear
intimidate,Negative
intimidation,Anger
intimidation,Fear
intimidation,Negative
intolerable,Anger
intolerable,Negative
intolerance,Anger
intolerance,Disgust
intolerance,Fear
intolerance,Negative
intolerant,Anger
intolerant,Disgust
intolerant,Fear
intolerant,Negative
intolerant,Sadness
intonation,Positive
intoxicated,Disgust
intoxicated,Negative
intractable,Anger
intractable,Negative
intrepid,Positive
intrigue,Anticipation
intrigue,Fear
intrigue,Negative
intrigue,Surprise
intruder,Anger
intruder,Fear
intruder,Negative
intruder,Surprise
intrusion,Fear
intrusion,Negative
intrusive,Anger
intrusive,Disgust
intrusive,Fear
intrusive,Negative
intrusive,Surprise
intuition,Positive
intuition,Trust
intuitive,Positive
intuitively,Anticipation
invade,Anger
invade,Fear
invade,Negative
invade,Sadness
invade,Surprise
invader,Anger
invader,Fear
invader,Negative
invader,Sadness
invalid,Sadness
invalidate,Negative
invalidation,Negative
invalidity,Negative
invariably,Positive
invasion,Anger
invasion,Negative
inventive,Positive
inventor,Positive
investigate,Positive
investigation,Anticipation
invigorate,Positive
invitation,Anticipation
invitation,Positive
invite,Anticipation
invite,Joy
invite,Positive
invite,Surprise
invite,Trust
inviting,Anticipation
inviting,Joy
inviting,Positive
inviting,Surprise
inviting,Trust
invocation,Anticipation
invocation,Trust
invoke,Anticipation
involuntary,Negative
involution,Anger
involution,Negative
involvement,Anger
irate,Anger
irate,Negative
ire,Anger
ire,Negative
iris,Fear
iron,Positive
iron,Trust
irons,Negative
irrational,Disgust
irrational,Fear
irrational,Negative
irrationality,Negative
irreconcilable,Anger
irreconcilable,Fear
irreconcilable,Negative
irreconcilable,Sadness
irreducible,Positive
irrefutable,Positive
irrefutable,Trust
irregular,Negative
irregularity,Negative
irrelevant,Negative
irreparable,Fear
irreparable,Negative
irreparable,Sadness
irresponsible,Negative
irreverent,Negative
irrevocable,Negative
irritability,Anger
irritability,Negative
irritable,Anger
irritable,Negative
irritating,Anger
irritating,Disgust
irritating,Negative
irritation,Anger
irritation,Disgust
irritation,Negative
irritation,Sadness
isolate,Sadness
isolated,Fear
isolated,Negative
isolated,Sadness
isolation,Negative
isolation,Sadness
jab,Anger
jabber,Negative
jackpot,Anticipation
jackpot,Joy
jackpot,Positive
jackpot,Surprise
jail,Fear
jail,Negative
jail,Sadness
jam,Positive
janitor,Disgust
jargon,Negative
jarring,Fear
jarring,Negative
jarring,Sadness
jaundice,Fear
jaundice,Negative
jaws,Fear
jealous,Anger
jealous,Disgust
jealous,Negative
jealousy,Anger
jealousy,Disgust
jealousy,Fear
jealousy,Negative
jealousy,Sadness
jeopardize,Anger
jeopardize,Fear
jeopardize,Negative
jeopardy,Anticipation
jeopardy,Fear
jeopardy,Negative
jerk,Anger
jerk,Surprise
jest,Joy
jest,Positive
jest,Surprise
job,Positive
john,Disgust
john,Negative
join,Positive
joined,Positive
joke,Negative
joker,Joy
joker,Positive
joker,Surprise
joking,Positive
jolt,Surprise
jornada,Negative
journalism,Trust
journalist,Positive
journey,Anticipation
journey,Fear
journey,Joy
journey,Positive
journeyman,Trust
jovial,Joy
jovial,Positive
Joy,Joy
Joy,Positive
Joyful,Joy
Joyful,Positive
Joyful,Trust
Joyous,Joy
Joyous,Positive
jubilant,Joy
jubilant,Positive
jubilant,Surprise
jubilant,Trust
jubilee,Joy
jubilee,Positive
jubilee,Surprise
judgment,Surprise
judicial,Anticipation
judicial,Positive
judicial,Trust
judiciary,Anticipation
judiciary,Trust
judicious,Positive
judicious,Trust
jumble,Negative
jump,Joy
jump,Positive
jungle,Fear
junk,Negative
junta,Negative
jurisprudence,Sadness
jurist,Trust
jury,Trust
justice,Positive
justice,Trust
justifiable,Positive
justifiable,Trust
justification,Positive
juvenile,Negative
keepsake,Positive
ken,Positive
kennel,Sadness
kern,Negative
kerosene,Fear
keynote,Positive
keystone,Positive
khan,Fear
khan,Trust
kick,Anger
kick,Negative
kicking,Anger
kidnap,Anger
kidnap,Fear
kidnap,Negative
kidnap,Sadness
kidnap,Surprise
kill,Fear
kill,Negative
kill,Sadness
killing,Anger
killing,Fear
killing,Negative
killing,Sadness
kind,Joy
kind,Positive
kind,Trust
kindness,Positive
kindred,Anticipation
kindred,Joy
kindred,Positive
kindred,Trust
king,Positive
kiss,Anticipation
kiss,Joy
kiss,Positive
kiss,Surprise
kite,Disgust
kite,Negative
kitten,Joy
kitten,Positive
kitten,Trust
knack,Positive
knell,Fear
knell,Negative
knell,Sadness
knickers,Trust
knight,Positive
knotted,Negative
knowing,Positive
knowledge,Positive
kudos,Joy
kudos,Positive
label,Trust
labor,Anticipation
labor,Joy
labor,Positive
labor,Surprise
labor,Trust
labored,Negative
labored,Sadness
laborious,Negative
labyrinth,Anticipation
labyrinth,Negative
lace,Anger
lace,Fear
lace,Negative
lace,Positive
lace,Sadness
lace,Trust
lack,Negative
lacking,Negative
lackluster,Negative
laden,Negative
lag,Negative
lagging,Anger
lagging,Anticipation
lagging,Disgust
lagging,Negative
lagging,Sadness
lair,Negative
lamb,Joy
lamb,Positive
lamb,Trust
lament,Disgust
lament,Fear
lament,Negative
lament,Sadness
lamenting,Sadness
land,Positive
landed,Positive
landmark,Trust
landslide,Fear
landslide,Negative
landslide,Sadness
languid,Negative
languish,Negative
languishing,Fear
languishing,Negative
languishing,Sadness
lapse,Negative
larceny,Disgust
larceny,Negative
larger,Disgust
larger,Surprise
larger,Trust
laser,Positive
laser,Trust
lash,Anger
lash,Fear
lash,Negative
late,Negative
late,Sadness
lateness,Negative
latent,Anger
latent,Anticipation
latent,Disgust
latent,Negative
latent,Surprise
latrines,Disgust
latrines,Negative
laudable,Positive
laugh,Joy
laugh,Positive
laugh,Surprise
laughable,Disgust
laughable,Negative
laughing,Joy
laughing,Positive
laughter,Anticipation
laughter,Joy
laughter,Positive
laughter,Surprise
launch,Anticipation
launch,Positive
laureate,Positive
laureate,Trust
laurel,Positive
laurels,Joy
laurels,Positive
lava,Anger
lava,Fear
lava,Negative
lavatory,Disgust
lavish,Positive
law,Trust
lawful,Positive
lawful,Trust
lawlessness,Anger
lawlessness,Fear
lawlessness,Negative
lawsuit,Anger
lawsuit,Disgust
lawsuit,Fear
lawsuit,Negative
lawsuit,Sadness
lawsuit,Surprise
lawyer,Anger
lawyer,Disgust
lawyer,Fear
lawyer,Negative
lax,Negative
lax,Sadness
laxative,Disgust
laxative,Fear
laxative,Negative
lazy,Negative
lead,Positive
leader,Positive
leader,Trust
leading,Trust
league,Positive
leak,Negative
leakage,Negative
leaky,Negative
leaning,Trust
learn,Positive
learning,Positive
leave,Negative
leave,Sadness
leave,Surprise
lecturer,Positive
leech,Negative
leeches,Disgust
leeches,Fear
leeches,Negative
leer,Disgust
leer,Negative
leery,Surprise
leeway,Positive
legal,Positive
legal,Trust
legalized,Anger
legalized,Fear
legalized,Joy
legalized,Positive
legalized,Trust
legendary,Positive
legibility,Positive
legible,Positive
legislator,Trust
legislature,Trust
legitimacy,Trust
leisure,Anticipation
leisure,Joy
leisure,Positive
leisure,Surprise
leisure,Trust
leisurely,Positive
lemma,Positive
lemon,Disgust
lemon,Negative
lender,Trust
lenient,Positive
leprosy,Disgust
leprosy,Fear
leprosy,Negative
leprosy,Sadness
lesbian,Disgust
lesbian,Negative
lesbian,Sadness
lessen,Anticipation
lessen,Negative
lesser,Disgust
lesser,Negative
lesson,Anticipation
lesson,Positive
lesson,Trust
lethal,Disgust
lethal,Fear
lethal,Negative
lethal,Sadness
lethargy,Negative
lethargy,Sadness
letter,Anticipation
lettered,Anticipation
lettered,Positive
lettered,Trust
leukemia,Anger
leukemia,Fear
leukemia,Negative
leukemia,Sadness
levee,Trust
level,Positive
level,Trust
leverage,Positive
levy,Negative
lewd,Disgust
lewd,Negative
liaison,Negative
liar,Disgust
liar,Negative
libel,Anger
libel,Fear
libel,Negative
libel,Trust
liberal,Negative
liberal,Positive
liberate,Anger
liberate,Anticipation
liberate,Joy
liberate,Positive
liberate,Surprise
liberate,Trust
liberation,Anticipation
liberation,Joy
liberation,Positive
liberation,Surprise
liberty,Anticipation
liberty,Joy
liberty,Positive
liberty,Surprise
liberty,Trust
library,Positive
lick,Disgust
lick,Negative
lie,Anger
lie,Disgust
lie,Negative
lie,Sadness
lieutenant,Trust
lifeblood,Positive
lifeless,Fear
lifeless,Negative
lifeless,Sadness
lighthouse,Positive
lightning,Anger
lightning,Fear
lightning,Surprise
liking,Joy
liking,Positive
liking,Trust
limited,Anger
limited,Negative
limited,Sadness
limp,Negative
lines,Fear
linger,Anticipation
linguist,Positive
linguist,Trust
lint,Negative
lion,Fear
lion,Positive
liquor,Anger
liquor,Joy
liquor,Negative
liquor,Sadness
listless,Negative
listless,Sadness
lithe,Positive
litigant,Negative
litigate,Anger
litigate,Anticipation
litigate,Disgust
litigate,Fear
litigate,Negative
litigate,Sadness
litigation,Negative
litigious,Anger
litigious,Disgust
litigious,Negative
litter,Negative
livid,Anger
livid,Disgust
livid,Negative
loaf,Negative
loafer,Negative
loath,Anger
loath,Negative
loathe,Anger
loathe,Disgust
loathe,Negative
loathing,Disgust
loathing,Negative
loathsome,Anger
loathsome,Disgust
loathsome,Negative
lobbyist,Negative
localize,Anticipation
lockup,Fear
lockup,Negative
lockup,Sadness
locust,Fear
locust,Negative
lodging,Trust
lofty,Negative
logical,Positive
lone,Sadness
loneliness,Fear
loneliness,Negative
loneliness,Sadness
lonely,Anger
lonely,Disgust
lonely,Fear
lonely,Negative
lonely,Sadness
lonesome,Negative
lonesome,Sadness
long,Anticipation
longevity,Positive
longing,Anticipation
longing,Sadness
loo,Disgust
loo,Negative
loom,Anticipation
loom,Fear
loom,Negative
loon,Disgust
loon,Negative
loony,Negative
loot,Negative
lord,Disgust
lord,Negative
lord,Positive
lord,Trust
lordship,Positive
lose,Anger
lose,Disgust
lose,Fear
lose,Negative
lose,Sadness
lose,Surprise
losing,Anger
losing,Negative
losing,Sadness
loss,Anger
loss,Fear
loss,Negative
loss,Sadness
lost,Negative
lost,Sadness
lottery,Anticipation
loudness,Anger
loudness,Negative
lounge,Negative
louse,Disgust
louse,Negative
lovable,Joy
lovable,Positive
lovable,Trust
love,Joy
love,Positive
lovely,Anticipation
lovely,Joy
lovely,Positive
lovely,Sadness
lovely,Surprise
lovely,Trust
lovemaking,Joy
lovemaking,Positive
lovemaking,Trust
lover,Anticipation
lover,Joy
lover,Positive
lover,Trust
loving,Joy
loving,Positive
loving,Trust
lower,Negative
lower,Sadness
lowering,Negative
lowest,Negative
lowest,Sadness
lowlands,Negative
lowly,Negative
lowly,Sadness
loyal,Fear
loyal,Joy
loyal,Positive
loyal,Surprise
loyal,Trust
loyalty,Positive
loyalty,Trust
luck,Anticipation
luck,Joy
luck,Positive
luck,Surprise
lucky,Joy
lucky,Positive
lucky,Surprise
ludicrous,Negative
lull,Anticipation
lumbering,Negative
lump,Negative
lumpy,Disgust
lumpy,Negative
lunacy,Anger
lunacy,Disgust
lunacy,Fear
lunacy,Negative
lunacy,Sadness
lunatic,Anger
lunatic,Disgust
lunatic,Fear
lunatic,Negative
lunge,Surprise
lurch,Negative
lure,Negative
lurid,Disgust
lurid,Negative
lurk,Negative
lurking,Negative
luscious,Anticipation
luscious,Joy
luscious,Positive
lush,Disgust
lush,Negative
lush,Sadness
lust,Anticipation
lust,Negative
luster,Joy
luster,Positive
lustful,Negative
lustrous,Positive
lusty,Disgust
luxuriant,Positive
luxurious,Joy
luxurious,Positive
luxury,Joy
luxury,Positive
lying,Anger
lying,Disgust
lying,Negative
lynch,Anger
lynch,Disgust
lynch,Fear
lynch,Negative
lynch,Sadness
lyre,Joy
lyre,Positive
lyrical,Joy
lyrical,Positive
mace,Fear
mace,Negative
machine,Trust
mad,Anger
mad,Disgust
mad,Fear
mad,Negative
mad,Sadness
madden,Anger
madden,Fear
madden,Negative
madman,Anger
madman,Fear
madman,Negative
madness,Anger
madness,Fear
madness,Negative
mafia,Fear
mafia,Negative
mage,Fear
maggot,Disgust
maggot,Negative
magical,Anticipation
magical,Joy
magical,Positive
magical,Surprise
magician,Surprise
magnet,Positive
magnet,Trust
magnetism,Positive
magnetite,Positive
magnificence,Anticipation
magnificence,Joy
magnificence,Positive
magnificence,Trust
magnificent,Anticipation
magnificent,Joy
magnificent,Positive
magnificent,Surprise
magnificent,Trust
maiden,Positive
mail,Anticipation
main,Positive
mainstay,Positive
mainstay,Trust
maintenance,Trust
majestic,Anticipation
majestic,Joy
majestic,Positive
majestic,Surprise
majestic,Trust
majesty,Positive
majesty,Trust
major,Positive
majority,Joy
majority,Positive
majority,Trust
makeshift,Negative
malady,Negative
malaise,Negative
malaise,Sadness
malaria,Disgust
malaria,Fear
malaria,Negative
malaria,Sadness
malevolent,Anger
malevolent,Disgust
malevolent,Fear
malevolent,Negative
malevolent,Sadness
malfeasance,Disgust
malfeasance,Negative
malformation,Negative
malice,Anger
malice,Fear
malice,Negative
malicious,Anger
malicious,Disgust
malicious,Fear
malicious,Negative
malicious,Sadness
malign,Anger
malign,Disgust
malign,Negative
malignancy,Fear
malignancy,Negative
malignancy,Sadness
malignant,Anger
malignant,Fear
malignant,Negative
malpractice,Anger
malpractice,Negative
mamma,Trust
manage,Positive
manage,Trust
management,Positive
management,Trust
mandamus,Fear
mandamus,Negative
mandarin,Positive
mandarin,Trust
mange,Disgust
mange,Fear
mange,Negative
mangle,Anger
mangle,Disgust
mangle,Fear
mangle,Negative
mangle,Sadness
manhood,Positive
mania,Negative
maniac,Anger
maniac,Fear
maniac,Negative
maniacal,Negative
manifestation,Fear
manifested,Positive
manipulate,Negative
manipulation,Anger
manipulation,Fear
manipulation,Negative
manly,Positive
manna,Positive
mannered,Positive
manners,Positive
manslaughter,Anger
manslaughter,Disgust
manslaughter,Fear
manslaughter,Negative
manslaughter,Sadness
manslaughter,Surprise
manual,Trust
manufacturer,Positive
manure,Disgust
manure,Negative
mar,Negative
march,Positive
margin,Negative
margin,Sadness
marine,Trust
marked,Positive
marketable,Positive
maroon,Negative
marquis,Positive
marriage,Anticipation
marriage,Joy
marriage,Positive
marriage,Trust
marrow,Joy
marrow,Positive
marrow,Trust
marry,Anticipation
marry,Fear
marry,Joy
marry,Positive
marry,Surprise
marry,Trust
marshal,Positive
marshal,Trust
martial,Anger
martingale,Negative
martyr,Fear
martyr,Negative
martyr,Sadness
martyrdom,Fear
martyrdom,Negative
martyrdom,Sadness
marvel,Positive
marvel,Surprise
marvelous,Joy
marvelous,Positive
marvelously,Joy
marvelously,Positive
masculine,Positive
masochism,Anger
masochism,Disgust
masochism,Fear
masochism,Negative
massacre,Anger
massacre,Disgust
massacre,Fear
massacre,Negative
massacre,Sadness
massage,Joy
massage,Positive
master,Positive
masterpiece,Joy
masterpiece,Positive
mastery,Anger
mastery,Joy
mastery,Positive
mastery,Trust
matchmaker,Anticipation
mate,Positive
mate,Trust
materialism,Negative
materialist,Disgust
materialist,Negative
maternal,Anticipation
maternal,Negative
maternal,Positive
mathematical,Trust
matrimony,Anticipation
matrimony,Joy
matrimony,Positive
matrimony,Trust
matron,Positive
matron,Trust
mausoleum,Sadness
maxim,Trust
maximum,Positive
mayor,Positive
meadow,Positive
meandering,Negative
meaningless,Negative
meaningless,Sadness
measles,Disgust
measles,Fear
measles,Negative
measles,Sadness
measure,Trust
measured,Positive
measured,Trust
medal,Anticipation
medal,Joy
medal,Positive
medal,Surprise
medal,Trust
meddle,Anger
meddle,Negative
mediate,Anticipation
mediate,Positive
mediate,Trust
mediation,Positive
mediator,Anticipation
mediator,Positive
mediator,Trust
medical,Anticipation
medical,Fear
medical,Positive
medical,Trust
mediocre,Negative
mediocrity,Negative
meditate,Anticipation
meditate,Joy
meditate,Positive
meditate,Trust
mediterranean,Positive
medley,Positive
meek,Sadness
melancholic,Negative
melancholic,Sadness
melancholy,Negative
melancholy,Sadness
melee,Fear
melee,Negative
melodrama,Anger
melodrama,Negative
melodrama,Sadness
meltdown,Negative
meltdown,Sadness
memento,Positive
memorable,Joy
memorable,Positive
memorable,Surprise
memorable,Trust
memorials,Sadness
menace,Anger
menace,Fear
menace,Negative
menacing,Anger
menacing,Fear
menacing,Negative
mending,Positive
menial,Negative
menses,Positive
mentor,Positive
mentor,Trust
mercenary,Fear
mercenary,Negative
merchant,Trust
merciful,Positive
merciless,Fear
merciless,Negative
mercy,Positive
merge,Anticipation
merge,Positive
merit,Positive
merit,Trust
meritorious,Joy
meritorious,Positive
meritorious,Trust
merriment,Joy
merriment,Positive
merriment,Surprise
merry,Joy
merry,Positive
mess,Disgust
mess,Negative
messenger,Trust
messy,Disgust
messy,Negative
metastasis,Negative
methanol,Negative
metropolitan,Positive
mettle,Positive
microscope,Trust
microscopy,Positive
midwife,Anticipation
midwife,Joy
midwife,Negative
midwife,Positive
midwife,Trust
midwifery,Positive
mighty,Anger
mighty,Fear
mighty,Joy
mighty,Positive
mighty,Trust
mildew,Disgust
mildew,Negative
military,Fear
militia,Anger
militia,Fear
militia,Negative
militia,Sadness
mill,Anticipation
mime,Positive
mimicry,Negative
mimicry,Surprise
mindful,Positive
mindfulness,Positive
minimize,Negative
minimum,Negative
ministry,Joy
ministry,Positive
ministry,Trust
minority,Negative
miracle,Anticipation
miracle,Joy
miracle,Positive
miracle,Surprise
miracle,Trust
miraculous,Joy
miraculous,Positive
miraculous,Surprise
mire,Disgust
mire,Negative
mirth,Joy
mirth,Positive
misbehavior,Anger
misbehavior,Disgust
misbehavior,Negative
misbehavior,Surprise
miscarriage,Fear
miscarriage,Negative
miscarriage,Sadness
mischief,Negative
mischievous,Negative
misconception,Anger
misconception,Disgust
misconception,Fear
misconception,Negative
misconduct,Disgust
misconduct,Negative
miserable,Anger
miserable,Disgust
miserable,Negative
miserable,Sadness
miserably,Negative
miserably,Sadness
misery,Anger
misery,Disgust
misery,Fear
misery,Negative
misery,Sadness
misfortune,Fear
misfortune,Negative
misfortune,Sadness
misguided,Disgust
misguided,Negative
mishap,Disgust
mishap,Fear
mishap,Negative
mishap,Sadness
mishap,Surprise
misinterpretation,Negative
mislead,Anger
mislead,Fear
mislead,Negative
mislead,Trust
misleading,Anger
misleading,Disgust
misleading,Negative
mismanagement,Negative
mismatch,Negative
misnomer,Negative
misplace,Anger
misplace,Disgust
misplace,Negative
misplaced,Negative
misrepresent,Negative
misrepresentation,Negative
misrepresentation,Sadness
misrepresented,Anger
misrepresented,Negative
missile,Fear
missing,Fear
missing,Negative
missing,Sadness
missionary,Positive
misstatement,Anger
misstatement,Disgust
misstatement,Negative
mistake,Negative
mistake,Sadness
mistaken,Fear
mistaken,Negative
mistress,Anger
mistress,Disgust
mistress,Negative
misTrust,Disgust
misTrust,Fear
misTrust,Negative
misunderstand,Negative
misunderstanding,Anger
misunderstanding,Negative
misunderstanding,Sadness
misuse,Negative
mite,Disgust
mite,Negative
moan,Fear
moan,Sadness
moat,Trust
mob,Anger
mob,Fear
mob,Negative
mobile,Anticipation
mockery,Disgust
mockery,Negative
mocking,Anger
mocking,Disgust
mocking,Negative
mocking,Sadness
model,Positive
moderate,Positive
moderator,Positive
moderator,Trust
modest,Positive
modest,Trust
modesty,Positive
modify,Surprise
molestation,Anger
molestation,Disgust
molestation,Fear
molestation,Negative
molestation,Sadness
momentum,Anticipation
momentum,Positive
monetary,Anticipation
monetary,Positive
money,Anger
money,Anticipation
money,Joy
money,Positive
money,Surprise
money,Trust
monk,Positive
monk,Trust
monochrome,Disgust
monochrome,Negative
monogamy,Trust
monopolist,Negative
monsoon,Negative
monsoon,Sadness
monster,Fear
monster,Negative
monstrosity,Anger
monstrosity,Disgust
monstrosity,Fear
monstrosity,Negative
monstrosity,Surprise
monument,Positive
moody,Anger
moody,Negative
moody,Sadness
moorings,Trust
moot,Negative
moral,Anger
moral,Positive
moral,Trust
morality,Positive
morality,Trust
morals,Anger
morals,Anticipation
morals,Disgust
morals,Joy
morals,Positive
morals,Surprise
morals,Trust
morbid,Negative
morbid,Sadness
morbidity,Anger
morbidity,Disgust
morbidity,Fear
morbidity,Negative
morbidity,Sadness
morgue,Disgust
morgue,Fear
morgue,Negative
morgue,Sadness
moribund,Negative
moribund,Sadness
morn,Anticipation
moron,Negative
moronic,Negative
morrow,Anticipation
morsel,Negative
mortal,Negative
mortality,Anger
mortality,Fear
mortality,Negative
mortality,Sadness
mortar,Positive
mortgage,Fear
mortgagee,Trust
mortgagor,Fear
mortification,Anticipation
mortification,Disgust
mortification,Fear
mortification,Negative
mortification,Sadness
mortuary,Fear
mortuary,Negative
mortuary,Sadness
mosque,Anger
mosquito,Anger
mosquito,Disgust
mosquito,Negative
mother,Anticipation
mother,Joy
mother,Negative
mother,Positive
mother,Sadness
mother,Trust
motherhood,Joy
motherhood,Positive
motherhood,Trust
motion,Anticipation
motive,Positive
mountain,Anticipation
mourn,Negative
mourn,Sadness
mournful,Anger
mournful,Fear
mournful,Negative
mournful,Sadness
mourning,Negative
mourning,Sadness
mouth,Surprise
mouthful,Disgust
movable,Positive
mover,Positive
muck,Disgust
muck,Negative
mucous,Disgust
mucus,Disgust
mud,Negative
muddle,Negative
muddled,Negative
muddy,Disgust
muddy,Negative
muff,Anger
muff,Disgust
muff,Negative
mug,Anger
mug,Fear
mug,Negative
mug,Positive
mug,Sadness
mule,Anger
mule,Negative
mule,Trust
mum,Fear
mum,Negative
mumble,Negative
mumps,Negative
murder,Anger
murder,Disgust
murder,Fear
murder,Negative
murder,Sadness
murder,Surprise
murderer,Anger
murderer,Disgust
murderer,Fear
murderer,Negative
murderer,Sadness
murderous,Anger
murderous,Disgust
murderous,Fear
murderous,Negative
murderous,Sadness
murderous,Surprise
murky,Disgust
murky,Negative
murky,Sadness
muscular,Positive
music,Joy
music,Positive
music,Sadness
musical,Anger
musical,Anticipation
musical,Joy
musical,Positive
musical,Sadness
musical,Surprise
musical,Trust
musket,Fear
muss,Negative
musty,Disgust
musty,Negative
mutable,Anticipation
mutable,Positive
mutant,Negative
mutilated,Disgust
mutilated,Negative
mutilation,Anger
mutilation,Disgust
mutilation,Fear
mutilation,Negative
mutilation,Sadness
mutiny,Anger
mutiny,Disgust
mutiny,Fear
mutiny,Negative
mutiny,Surprise
mutter,Anger
mutter,Negative
mutual,Positive
muzzle,Fear
muzzle,Negative
myopia,Anger
myopia,Negative
myopia,Sadness
mysterious,Anticipation
mysterious,Fear
mysterious,Surprise
mystery,Anticipation
mystery,Surprise
mystic,Surprise
nab,Negative
nab,Surprise
nadir,Negative
nag,Anger
nag,Negative
naive,Negative
nameless,Disgust
nameless,Negative
nap,Joy
nap,Positive
napkin,Sadness
nappy,Disgust
nappy,Negative
narcotic,Negative
nascent,Anticipation
nasty,Anger
nasty,Disgust
nasty,Fear
nasty,Negative
nasty,Sadness
nation,Trust
naturalist,Positive
naughty,Negative
nausea,Disgust
nausea,Negative
nauseous,Disgust
nauseous,Negative
nauseous,Sadness
navigable,Anticipation
navigable,Positive
navigator,Anticipation
navigator,Trust
nay,Negative
neatly,Positive
necessity,Sadness
nectar,Positive
needful,Negative
needle,Positive
needy,Negative
nefarious,Disgust
nefarious,Fear
nefarious,Negative
nefarious,Sadness
nefarious,Surprise
negation,Anger
negation,Negative
Negative,Negative
Negative,Sadness
neglect,Negative
neglected,Anger
neglected,Disgust
neglected,Negative
neglected,Sadness
neglecting,Negative
negligence,Negative
negligent,Negative
negligently,Negative
negotiate,Positive
negotiate,Trust
negotiator,Positive
negro,Negative
negro,Sadness
neighbor,Anticipation
neighbor,Positive
neighbor,Trust
neighborhood,Anticipation
nepotism,Anger
nepotism,Disgust
nepotism,Negative
nepotism,Sadness
nerve,Positive
nervous,Anticipation
nervous,Fear
nervous,Negative
nervousness,Fear
nest,Trust
nestle,Positive
nestle,Trust
nether,Anger
nether,Fear
nether,Negative
nether,Sadness
nettle,Anger
nettle,Disgust
nettle,Negative
network,Anticipation
neuralgia,Fear
neuralgia,Negative
neuralgia,Sadness
neurosis,Fear
neurosis,Negative
neurosis,Sadness
neurotic,Disgust
neurotic,Fear
neurotic,Negative
neutral,Anticipation
neutral,Trust
neutrality,Trust
newcomer,Fear
newcomer,Surprise
nicotine,Disgust
